Total run time: 61609 seconds
Total customers 500
id            service      clerk_num    work          idle
039802442          173          146          359          544
225716323          198          213          416          572
205062326          235          372          611          671
215363896          153          51          246          760
003393477          434          174          614          860
331942359          126          213          363          864
307308114          143          195          362          966
007663552          135          475          658          1086
009789843          197          2246          2497          1172
315352690          397          425          881          1136
225257336          71          597          719          1256
307106435          251          344          669          1276
007489917          123          115          276          1348
025478363          82          103          338          1415
315900076          129          168          362          1280
001924075          75          311          455          1278
034621532          142          82          300          1274
039994439          108          143          332          1210
026794289          230          309          546          1235
206876864          109          117          390          1248
302733266          509          168          725          1193
003257557          218          349          640          1241
207797358          122          592          785          1386
042342907          134          314          476          1437
216898221          271          164          468          1480
215144197          573          148          736          1508
032313900          137          1056          1345          1702
225181569          59          1772          1856          1688
204904569          135          190          333          1722
037726056          127          541          694          1849
221951148          143          936          1087          1853
301426862          92          319          415          1940
301097366          116          406          530          1983
028865624          110          294          489          2020
223433616          144          421          584          2006
037311214          97          2101          2309          2025
003622479          69          348          513          2012
216188979          109          165          301          1924
032793267          178          202          383          1957
003426426          655          73          752          2002
307038109          149          2862          3025          2109
025740713          139          149          370          2243
033517715          283          462          789          2300
229405683          98          117          305          2493
231023771          301          366          700          2449
338175383          124          131          365          2468
033215096          134          1215          1368          2481
209035377          142          445          736          2588
237267158          96          76          206          2448
036292241          127          173          385          2510
215517418          444          179          938          2461
345255343          145          906          1084          2236
236242889          248          203          462          2348
213363922          223          462          694          2546
022086151          106          265          377          2576
004852091          470          227          785          2676
048936371          110          1173          1328          2665
035593250          89          187          283          2730
203570841          140          200          380          2812
313966277          131          119          260          2912
201462033          294          476          982          2960
038821146          378          177          568          2820
009756420          385          1731          2187          3025
219150174          136          2590          2741          3114
034325548          139          379          624          3234
221218795          335          1150          1616          3216
028224491          144          212          373          3136
035831734          247          936          1320          3264
025266073          142          127          283          3265
028702223          103          272          376          3359
226086429          304          107          674          3392
334075686          483          669          1167          3199
216437707          98          110          230          3418
049231335          104          857          1038          3494
203540000          116          180          331          3522
207849423          657          226          909          3532
006505507          137          125          391          3577
229512157          399          192          689          3585
222348641          116          512          676          3885
306399460          135          365          555          3887
034216168          131          170          326          3898
226789097          99          797          963          3941
334924396          83          959          1166          3937
034731612          140          180          322          3849
023192560          615          136          817          3894
211280128          92          106          323          3921
032923633          134          1655          1859          3888
205601479          148          218          462          3952
307850750          224          270          503          4004
339188146          483          141          633          4141
217153006          445          165          630          4209
027169424          147          134          282          4595
209696608          373          488          890          4633
048981476          437          117          569          4712
335334504          114          136          271          4962
219513884          698          326          1094          5055
007037252          447          875          1341          5043
032540056          203          112          354          5470
008828394          316          278          722          5624
222521460          290          140          620          5506
217760941          155          798          977          5607
318144466          387          342          804          5598
203986146          337          1310          1838          5662
322573593          113          1132          1494          5718
214800674          382          405          796          5558
308004985          286          274          561          5573
317778041          530          264          796          5858
208266486          126          642          794          5928
038255147          136          404          716          6030
211012059          138          115          335          5988
026265595          139          231          396          6044
005909114          91          88          206          6074
006394506          134          532          705          6129
309568301          146          140          314          6099
035581958          280          445          745          6196
317728145          443          174          650          6197
005004700          95          475          587          6423
206036576          86          201          371          6571
033582776          457          149          692          6503
333160588          496          1900          2409          6419
033628223          213          250          534          6861
215027467          152          377          535          6831
349934752          465          503          1123          6977
207267238          128          226          360          6843
039989470          178          134          330          6964
038018685          240          302          569          7124
036824605          204          675          919          7235
316407063          391          281          695          7297
037074838          465          88          561          7376
209472331          140          729          1078          7656
322127093          126          69          267          7588
302113972          101          304          424          7551
038088464          148          1589          1751          7623
037540143          587          115          709          7619
313649048          234          103          369          7749
032173668          139          142          569          7951
324779131          367          350          730          7802
336887377          139          309          501          7866
024116857          195          1036          1290          7952
332737808          92          146          263          8045
033615337          302          1427          1749          8063
001518497          141          2705          2868          8091
228021689          465          844          1385          8210
047684691          114          412          562          8246
033573338          222          218          542          8324
022150080          354          974          1337          8444
021222666          353          217          599          8451
037539616          230          102          364          8760
215071325          453          174          642          8743
038656633          390          237          638          8943
029151750          126          238          616          9170
314589045          109          755          922          9044
031104656          120          120          377          9012
049613938          130          131          319          8958
309075778          144          183          449          8937
038039939          94          424          536          8907
038007100          262          930          1199          8939
035961325          110          648          884          8980
008424509          127          755          1053          8961
009259995          135          1531          1809          8897
228570115          192          601          797          8774
218213544          109          972          1164          8885
211236484          129          140          297          8878
035909118          266          118          432          8881
043477850          478          127          647          8930
221324080          54          236          341          9057
202507968          335          883          1220          9060
219560026          319          109          435          9312
215169798          214          325          721          9386
239860521          595          1231          1842          9419
318008844          289          160          514          9426
301921086          144          146          310          9650
031427586          354          368          755          9774
206245334          95          82          215          9879
007482268          140          142          338          9936
204450282          149          275          544          10001
333462950          320          749          1077          9900
317542348          144          135          286          10022
036617132          647          729          1400          10158
202281986          138          130          301          10180
202718102          335          1341          1680          10285
215980517          121          142          282          10617
033427337          503          388          981          10718
033043969          98          832          946          10634
338487192          502          2243          2758          10717
225568955          332          129          592          11103
049960008          237          158          418          11074
316912922          94          353          460          11281
304044670          243          1648          1949          11276
025366410          124          337          563          11304
035143098          95          224          402          11326
038675039          565          131          769          11276
032408130          133          980          1137          11264
201678976          267          165          566          11374
237938931          143          144          293          11507
032524969          119          149          283          11603
003623766          271          240          668          11629
035123116          102          249          565          11550
206689093          275          252          596          11439
049889553          172          365          719          11459
038105359          116          142          355          11449
229364914          119          423          841          11365
035162494          226          193          428          11168
329805725          134          220          361          11175
033206111          383          171          623          11303
031848773          113          54          198          11309
229425871          417          257          711          11391
022721823          139          124          288          11550
043766922          305          377          772          11663
228065579          114          510          634          11655
008581282          137          219          395          11759
039090485          149          397          554          11828
302941737          450          214          696          11849
307646257          103          554          700          11936
022481279          199          464          703          12001
331404533          186          121          348          12160
036826386          305          1116          1492          12141
343099917          243          122          429          12234
346563786          532          600          1244          12311
312592090          281          1423          1719          12300
207309931          141          299          505          12566
321843260          129          276          457          12643
307002279          173          339          585          12599
038675203          144          668          849          12647
008506107          276          146          425          12661
038458121          228          134          382          12751
031042120          110          180          378          12914
205071848          471          127          601          12871
219667227          66          323          404          12933
032385759          214          687          912          12984
028249951          551          545          1200          13187
221428865          233          293          540          13208
039407093          110          195          390          13427
037202140          439          229          674          13452
035506617          147          314          473          13528
038930822          274          259          564          13663
006407803          253          187          462          13841
218255032          229          179          439          13884
201481223          118          199          334          14041
225224252          317          174          569          14065
035776319          123          141          292          14065
022311252          112          1181          1309          14159
201098332          120          338          507          14254
035885482          564          373          963          14210
208976472          143          134          338          14299
008489239          525          2502          3046          14381
203712427          349          143          601          14668
218949253          655          177          895          14778
036222867          161          509          671          14844
301618500          271          241          541          15004
004063459          131          445          617          15246
033947334          459          209          733          15299
301060513          124          314          578          15271
035952274          0          577          584          15255
333815595          136          239          451          15247
034995662          373          252          694          15307
213328628          345          1032          1409          15399
318180759          517          2303          2841          15579
218045680          481          424          933          15691
329890404          131          443          589          16047
332188440          879          329          1219          16128
202441598          100          927          1037          16152
318001120          689          1123          1815          16242
033245226          85          243          378          16927
222000192          188          143          351          16933
038788980          258          500          875          16942
347771560          149          118          284          16985
334884459          728          87          828          17066
025378662          160          940          1167          17104
218003903          101          307          417          17197
003248341          107          476          785          17290
218255693          69          85          192          17195
339101156          540          238          867          17226
037423456          114          197          399          17375
203705587          192          577          891          17401
031666787          250          247          534          17466
034524298          254          183          654          17433
027748276          320          915          1274          17462
029214400          497          321          843          17432
022013981          485          300          834          17716
004935656          398          181          628          17852
027347772          137          224          385          18102
026335828          215          653          877          18176
037614120          475          485          1059          18206
034218065          133          394          541          18283
314735242          431          139          580          18403
308493501          428          1036          1478          18558
237330527          281          356          701          18809
203736582          90          377          485          18908
318669843          145          148          301          18980
035769678          142          384          553          18999
207896549          124          876          1109          19089
034840827          108          705          957          19005
334340221          352          90          508          18958
036011880          147          220          378          18901
302412911          385          844          1400          19036
008438210          295          303          619          19061
209628486          219          385          631          19228
007596414          400          158          565          19309
324823095          289          664          999          19413
223336959          133          222          423          19652
036935278          214          240          565          19586
225071513          375          215          654          19606
301357679          136          409          578          19625
216844001          521          500          1071          19727
208096347          165          1477          1662          19833
334659802          43          327          437          19978
025065400          265          408          697          19955
028703239          99          536          653          20087
042160143          203          167          426          20173
005278858          80          248          430          20121
036707693          547          1225          1775          20099
337462956          163          855          1117          20209
035480805          128          424          645          20273
304452915          147          278          520          20308
309596922          444          1015          1477          20355
042744391          206          2009          2218          20342
336915152          185          242          466          20545
027364363          146          412          572          20691
335120408          245          107          506          20725
008877771          194          318          536          20670
309924843          258          1039          1300          20792
033291428          336          344          682          20838
217000306          134          212          373          21043
029004264          431          469          924          21143
223416017          194          414          611          21126
005814199          119          163          331          21317
021617980          323          119          459          21387
036329225          573          1794          2460          21481
004848016          343          101          510          21599
031497118          133          2409          2565          21876
219336393          116          664          895          21871
329243240          370          124          558          21871
039199112          242          772          1029          21807
046321444          210          107          407          22034
039446893          317          136          494          22072
322216474          60          541          615          22113
038746475          174          741          978          22159
049111172          141          1125          1392          22270
038812764          223          274          504          22144
028946648          72          1279          1436          22278
324788314          345          154          714          22265
038382479          466          217          688          22059
004278636          427          79          579          22389
318864477          309          1117          1447          22447
225662329          365          180          631          22723
333611119          697          111          845          22649
303762785          417          546          982          22964
039463500          83          501          633          23289
333348472          597          148          795          23313
032122095          131          1353          1585          23274
037991494          389          311          724          23304
222395758          128          652          797          23669
214773301          90          174          290          23717
001147644          428          373          1138          23756
035242254          407          268          686          23445
031446446          375          1061          1649          23836
032511156          179          180          405          23627
329260525          127          380          787          23760
201908894          182          706          1016          23607
035099357          179          647          1008          23544
032868309          126          146          297          23479
348804410          339          357          743          23515
334492394          475          335          896          23533
234449395          137          237          498          23721
229232194          135          515          702          23735
041295890          113          192          366          23745
033959354          353          195          631          23756
028225696          137          134          276          23714
035099266          315          724          1193          23846
035039577          794          161          1023          23867
305325144          138          391          544          23939
219954237          117          244          409          24061
037842150          288          99          393          24130
037649464          118          1261          1417          24413
306410465          728          830          1651          24485
227440799          124          601          737          24400
048090070          324          426          782          24512
032098915          119          659          793          24804
305079444          141          137          346          24908
208966218          144          441          607          24980
008268468          85          1003          1129          24969
031127038          92          117          217          25014
037865581          142          249          415          25053
328171004          172          927          1165          25074
041939042          114          270          405          25104
037539251          361          255          657          25158
036336907          82          1031          1201          25156
005032834          143          149          360          25150
033783382          140          494          740          25225
031587900          133          119          256          25215
221784168          84          209          305          25254
347090938          146          3217          3598          25326
029396397          148          139          288          25106
329966634          380          138          623          25236
004465241          744          194          993          25148
039377338          118          124          248          25456
047284773          388          407          829          25568
323926741          243          355          615          25793
042695338          215          140          395          25902
209064559          106          207          339          25979
307467860          195          499          734          26051
039388731          129          121          266          26019
027336528          788          131          931          26132
034164830          140          438          704          26177
043498419          177          145          369          26191
035551225          80          216          312          26321
039293097          137          305          470          26385
004176095          55          129          219          26496
212100978          275          131          504          26515
032874083          388          121          674          26557
005328646          295          282          597          26527
037923000          453          1475          1955          26760
301225272          330          1408          1931          26775
331768283          400          519          1001          26912
216353169          102          171          290          26911
005760541          535          1502          2121          26996
005820105          224          886          1151          27128
208553149          248          1121          1389          27312
031614225          138          1202          1372          27386
049239999          64          425          539          27491
344456454          148          234          427          27457
216348284          335          177          636          27460
028705937          302          165          530          27436
307450791          257          161          479          27608
315664292          123          1350          1717          27614
023206006          160          244          540          27492
217935568          156          132          464          27423
032200404          531          541          1099          27341
041595190          122          69          225          27376
022206544          549          668          1261          27463
008602401          245          135          467          27765
033163940          127          464          637          27881
041187584          424          613          1132          27878
344809322          390          593          1115          27867
027755990          196          62          268          28075
022189732          142          72          538          28114
305688129          182          159          365          27933
216904425          344          815          1211          27913
219283454          436          292          782          28039
334042645          248          160          409          28150
038925350          129          222          379          28397
304535701          178          231          412          28391
337188882          175          138          452          28495
205767940          289          270          582          28427
026476739          392          215          629          28508
006086458          131          169          341          28671
305218992          101          1341          1495          28761
205827348          248          787          1038          28783
223374075          192          784          992          28806
035024900          411          338          789          28982
301103586          189          96          317          28972
037936564          242          544          863          29128
211790605          112          137          319          29249
034693978          227          649          948          29223
336265517          198          1468          1691          29212
223515644          224          355          606          29352
222205320          187          535          824          29358
002477529          132          883          1031          29443
037288073          126          100          292          29430
031457435          121          133          353          29491
035918481          99          139          490          29393
216311944          127          305          504          29241
332405430          455          274          781          29189
027528363          252          140          403          29243
037463817          120          151          346          29483
024289456          314          750          1095          29504
023147705          401          1855          2372          29497
001958149          113          239          429          29671
032060634          586          1876          2515          29704
229001037          202          719          950          29654
218384063          349          334          727          29826
332747989          332          480          834          30131
222652893          96          302          436          30142
217287218          280          186          497          30199
025143991          103          79          363          30371
225971209          708          116          875          30267
039462478          128          245          430          30242
228392924          219          242          462          30313
032755837          304          243          556          30531
218620904          211          237          495          30826
024493371          284          845          1171          30809
309164218          107          551          714          30948
311737233          248          294          592          30995
032315707          144          178          394          30949
307942342          247          165          417          31021
317069391          68          201          280          31115
028746311          332          982          1329          31172

Average service time for a customer: 713.30

Average wait time for a cutomer: 14847.64
